Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Electrode positive or negative,Heat input / kJ mm^{-1},Interpass temperature,Type of weld,Post weld heat treatment temperature,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Primary ferrite in microstructure / %,Ferrite with second phase / %,Acicular ferrite / %,Martensite / %,Ferrite with carbide aggregate / %,Weld ID
0.055,0.34,0.81,0.01,0.009,0.02,0.05,,0.011,,,,466,20,59,40,1,10,,,,285,32,DC,+,2.9,200,FCA,200,14,,491,,,,,,,,,,,,PakSven-1990-11
0.066,0.56,1.14,0.01,0.011,0.02,0.07,,0.016,,,,495,30,34,40,1,30,,,,280,30,DC,+,2.8,200,FCA,200,14,,533,,,,,,,,,,,,PakSven-1990-12
0.067,0.51,1.08,0.013,0.011,0.02,0.08,,0.015,,,,412,30,46,40,1,20,,,,280,30,DC,+,2.8,200,FCA,200,14,,533,,,,,,,,,,,,PakSven-1990-13
0.054,0.5,1.68,0.009,0.015,0.01,0.1,,0.008,,,,690,70,48,110,1,20,,,,280,30,DC,+,2.8,200,FCA,200,14,,557,,,,,,,,,,,,PakSven-1990-14
0.046,0.53,1.74,0.008,0.015,0.01,0.09,,0.006,,,,736,80,37,130,1,20,,,,280,30,DC,+,2.8,200,FCA,200,14,,552,,,,,,,,,,,,PakSven-1990-15
0.07,0.46,1.19,0.01,0.018,0.01,0.1,,0.016,,,,771,430,46,370,19,70,,,,280,30,DC,+,2.8,200,FCA,200,14,,538,,,,,,,,,,,,PakSven-1990-16
0.059,0.46,1.25,0.009,0.015,0.01,0.06,,0.013,,,,788,410,57,440,19,60,,,,280,30,DC,+,2.8,200,FCA,200,14,,535,,,,,,,,,,,,PakSven-1990-17
0.068,0.35,1.06,0.006,0.009,,0.027,,,,,,416,36,63,,,,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-62,100,,,,,,,,JorgeEtAl-1993-Aaw
0.068,0.35,1.06,0.006,0.009,,0.027,,,,,,416,36,63,,,,,,,170,21,DC,+,1,200,MMA,580,2,,,,,-78,100,,,,,,,,JorgeEtAl-1993-Aht
0.071,0.36,1.09,0.006,0.009,,0.41,,,,,,418,41,71,,,,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-61,100,,,,,,,,JorgeEtAl-1993-Baw
0.071,0.36,1.09,0.006,0.009,,0.41,,,,,,418,41,71,,,,,,,170,21,DC,+,1,200,MMA,580,2,,,,,-73,100,,,,,,,,JorgeEtAl-1993-Bht
0.072,0.35,1.05,0.005,0.007,,0.79,,,,,,421,37,73,,,,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-63,100,,,,,,,,JorgeEtAl-1993-Caw
0.072,0.35,1.05,0.005,0.007,,0.79,,,,,,421,37,73,,,,,,,170,21,DC,+,1,200,MMA,580,2,,,,,-68,100,,,,,,,,JorgeEtAl-1993-Cht
0.075,0.35,1.09,0.006,0.008,,1.22,,,,,,424,52,87,,,,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-57,100,,,,,,,,JorgeEtAl-1993-Daw
0.075,0.35,1.09,0.006,0.008,,1.22,,,,,,424,52,87,,,,,,,170,21,DC,+,1,200,MMA,580,2,,,,,-60,100,,,,,,,,JorgeEtAl-1993-Dht
0.07,0.34,1.06,0.006,0.008,,1.57,,,,,,463,41,85,,,,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-40,100,,,,,,,,JorgeEtAl-1993-Eaw
0.07,0.34,1.06,0.006,0.008,,1.57,,,,,,463,41,85,,,,,,,170,21,DC,+,1,200,MMA,580,2,,,,,-48,100,,,,,,,,JorgeEtAl-1993-Eht
0.073,0.34,1.07,0.006,0.007,,1.97,,,,,,430,40,89,,,,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-25,100,,,,,,,,JorgeEtAl-1993-Faw
0.073,0.34,1.07,0.006,0.007,,1.97,,,,,,430,40,89,,,,,,,170,21,DC,+,1,200,MMA,580,2,,,,,-40,100,,,,,,,,JorgeEtAl-1993-Fht
0.077,0.35,1.05,0.006,0.008,,2.28,,,,,,424,37,88,,,,,,,170,21,DC,+,1,200,MMA,0,0,,,,,1,100,,,,,,,,JorgeEtAl-1993-Gaw
0.077,0.35,1.05,0.006,0.008,,2.28,,,,,,424,37,88,,,,,,,170,21,DC,+,1,200,MMA,580,2,,,,,-25,100,,,,,,,,JorgeEtAl-1993-Ght
0.072,0.38,1.09,0.006,0.009,,2.8,,,,,,467,33,85,,,,,,,170,21,DC,+,1,200,MMA,0,0,,,,,20,100,,,,,,,,JorgeEtAl-1993-Haw
0.072,0.38,1.09,0.006,0.009,,2.8,,,,,,467,33,85,,,,,,,170,21,DC,+,1,200,MMA,580,2,,,,,1,100,,,,,,,,JorgeEtAl-1993-Hht
0.05,0.29,0.72,0.007,0.009,0.77,0.52,0.23,,1.19,,,250,70,80,210,21,330,,,,680,34,DC,+,2,200,SA,0,0,649,,,,,,257,6,,,,,,Hunt&-Di-1994-1
0.05,0.27,0.75,0.006,0.01,0.75,0.5,0.23,,1.05,,,190,70,80,180,21,320,,,,680,34,DC,+,3.3,200,SA,0,0,576,,,,,,227,-10,,,,,,Hunt&-Di-1994-2
0.05,0.26,0.75,0.006,0.01,0.75,0.5,0.24,,1.04,,,210,70,80,180,25,320,,,,680,34,DC,+,4.6,200,SA,0,0,556,,,,,,224,-40,,,,,,Hunt&-Di-1994-3
0.05,0.27,0.77,0.005,0.01,0.73,0.49,0.24,,1.04,,,210,70,80,170,25,310,,,,665,34,DC,+,5.3,200,SA,0,0,538,,,,,,226,-60,,,,,,Hunt&-Di-1994-4
0.05,0.26,0.98,0.005,0.012,0.54,0.41,0.27,,0.85,,,240,100,80,140,26,200,,,,670,34,DC,+,2,200,SA,0,0,571,,,,,,234,-126,,,,,,Hunt&-Di-1994-5
0.05,0.25,0.98,0.005,0.011,0.55,0.42,0.27,,0.81,,,230,100,80,150,26,210,,,,670,34,DC,+,3.3,200,SA,0,0,561,,,,,,217,-126,,,,,,Hunt&-Di-1994-6
0.05,0.24,0.97,0.005,0.012,0.53,0.4,0.26,,0.82,,,230,90,80,140,21,200,,,,670,34,DC,+,4.6,200,SA,0,0,552,,,,,,213,-106,,,,,,Hunt&-Di-1994-7
0.04,0.24,0.98,0.005,0.012,0.53,0.4,0.27,,0.82,,,210,90,80,130,25,190,,,,670,34,DC,+,5.3,200,SA,0,0,541,,,,,,209,-106,,,,,,Hunt&-Di-1994-8
0.05,0.35,0.79,0.007,0.011,1.39,0.56,0.28,,0.96,,,210,40,80,200,15,330,,,,640,34,DC,+,2,200,SA,0,0,678,,,,,,259,6,,,,,,Hunt&-Di-1994-9
0.05,0.36,0.82,0.007,0.011,1.44,0.55,0.29,,0.92,,,190,50,80,190,14,320,,,,660,34,DC,+,3.3,200,SA,0,0,636,,,,,,239,7,,,,,,Hunt&-Di-1994-10
0.05,0.36,0.85,0.007,0.012,1.49,0.55,0.31,,0.89,,,210,40,80,170,19,320,,,,660,34,DC,+,4.6,200,SA,0,0,601,,,,,,223,-15,,,,,,Hunt&-Di-1994-11
0.05,0.36,0.86,0.007,0.012,1.5,0.54,0.31,,0.87,,,200,50,80,160,17,310,,,,660,34,DC,+,5.3,200,SA,0,0,585,,,,,,230,-40,,,,,,Hunt&-Di-1994-12
0.05,0.39,1.1,0.006,0.013,1.87,0.53,0.37,,0.57,,,220,60,70,160,12,210,,,,660,34,DC,+,2,200,SA,0,0,592,,,,,,252,-73,,,,,,Hunt&-Di-1994-13
0.05,0.38,1.11,0.005,0.014,1.89,0.52,0.37,,0.56,,,220,50,70,150,11,200,,,,660,34,DC,+,3.3,200,SA,0,0,555,,,,,,241,-64,,,,,,Hunt&-Di-1994-14
0.05,0.39,1.1,0.006,0.013,1.87,0.52,0.37,,0.57,,,220,60,80,140,13,210,,,,660,34,DC,+,4.6,200,SA,0,0,547,,,,,,231,-68,,,,,,Hunt&-Di-1994-15
0.05,0.4,1.12,0.006,0.014,1.9,0.51,0.37,,0.55,,,210,60,70,140,11,200,,,,660,34,DC,+,5.3,200,SA,0,0,543,,,,,,229,-64,,,,,,Hunt&-Di-1994-16
0.07,0.53,1.72,0.012,0.016,0.01,0.03,0.01,0.01,0.03,,,176,240,54,210,7,,,,,700,32,DC,+,4.8,200,SA,0,0,462,638,31,67,-28,35,,,,,,,,Kluket-CuMnB-1994-1
0.08,0.59,1.84,0.013,0.016,0.01,0.05,0.01,0.01,0.38,,,155,230,54,240,8,,,,,700,32,DC,+,4.8,200,SA,0,0,507,694,30,58,9,35,,,,,,,,Kluket-CuMnB-1994-2
0.08,0.62,1.86,0.013,0.016,0.01,0.05,0.01,0.01,0.81,,,174,230,54,220,10,,,,,700,32,DC,+,4.8,200,SA,0,0,523,714,30,53,-5,35,,,,,,,,Kluket-CuMnB-1994-3
0.08,0.58,1.83,0.013,0.016,0.45,0.05,0.01,0.01,0.03,,,171,230,55,230,6,,,,,700,32,DC,+,4.8,200,SA,0,0,522,709,30,54,-11,35,,,,,,,,Kluket-CuMnB-1994-4
0.08,0.59,1.84,0.013,0.015,0.45,0.05,0.01,0.01,0.4,,,168,250,49,240,9,,,,,700,32,DC,+,4.8,200,SA,0,0,500,731,28,49,11,35,,,,,,,,Kluket-CuMnB-1994-5
0.08,0.62,1.85,0.013,0.017,0.45,0.05,0.01,0.01,0.81,,,152,220,52,240,10,,,,,700,32,DC,+,4.8,200,SA,0,0,504,743,27,46,18,35,,,,,,,,Kluket-CuMnB-1994-6
0.08,0.62,1.83,0.013,0.014,1.51,0.05,0.01,0.01,0.03,,,185,230,67,200,7,,,,,700,32,DC,+,4.8,200,SA,0,0,515,737,26,48,0,35,,,,,,,,Kluket-CuMnB-1994-7
0.07,0.59,1.85,0.013,0.014,1.5,0.05,0.01,0.01,0.42,,,146,250,57,200,9,,,,,700,32,DC,+,4.8,200,SA,0,0,515,810,24,41,30,35,,,,,,,,Kluket-CuMnB-1994-8
0.08,0.66,1.92,0.013,0.015,1.54,0.05,0.01,0.01,0.89,,,148,260,51,230,13,,,,,700,32,DC,+,4.8,200,SA,0,0,542,829,26,51,33,35,,,,,,,,Kluket-CuMnB-1994-9
0.09,0.63,1.9,0.013,0.015,0.01,0.05,0.01,0.01,0.04,,,165,250,56,190,36,,,,,700,32,DC,+,4.8,200,SA,0,0,466,761,29,44,37,35,,,,,,,,Kluket-CuMnB-1994-10
0.08,0.67,1.94,0.013,0.015,0.51,0.05,0.01,0.01,0.43,,,142,280,57,220,40,,,,,700,32,DC,+,4.8,200,SA,0,0,489,807,27,42,51,35,,,,,,,,Kluket-CuMnB-1994-11
0.08,0.68,1.94,0.013,0.015,1.54,0.05,0.01,0.01,0.85,,,132,290,55,270,44,,,,,700,32,DC,+,4.8,200,SA,0,0,546,869,21,28,55,35,,,,,,,,Kluket-CuMnB-1994-12
0.07,0.34,0.95,0.027,0.021,0,0,0,0.006,0,,,,70,90,35,,60,0,,90,,,DC,+,2.7,250,MMA,0,0,456.2,529.8,27.5,73,,,180,,,,,,,Cunh-1982-7018aw1
0.07,0.34,0.95,0.027,0.021,0,0,0,0.006,0,,,,70,90,35,,60,0,,90,,,DC,+,2.7,250,MMA,600,2.1,430.7,519.9,29.5,73.5,,,174,,,,,,,Cunh-1982-7018ht1
0.06,0.28,0.55,0.024,0.041,1.26,0,0,0.01,0.02,,,,70,70,35,,60,0,,90,,,DC,+,2.2,250,MMA,0,0,475.8,564.1,28,70.5,,,220,,,,,,,Cunh-1982-8018Gaw2
0.06,0.28,0.55,0.024,0.041,1.26,0,0,0.01,0.02,,,,70,70,35,,60,0,,90,,,DC,+,2.2,250,MMA,600,2.1,430.7,529.8,24.5,69,,,184,,,,,,,Cunh-1982-8018Ght2
0.09,0.42,0.93,0.011,0.058,0,0,0.02,0.004,0.08,,,,140,160,40,,120,1000,,140,,,DC,+,2.5,250,MMA,0,0,491.5,573.9,28,74,,,193,,,,,,,Cunh-1982-7016aw3
0.09,0.42,0.93,0.011,0.058,0,0,0.02,0.004,0.08,,,,140,160,40,,120,1000,,140,,,DC,+,2.5,250,MMA,600,2.1,420.9,541.5,24.5,74.5,,,180,,,,,,,Cunh-1982-7016ht3
0.08,0.33,0.65,0.015,0.026,0.5,0.35,0.008,0.004,0.02,,,,200,140,45,,150,60,,140,,,DC,+,2.4,250,MMA,0,0,503.3,591.5,28,73,,,213,,,,,,,Cunh-1982-7018Gaw4
0.08,0.33,0.65,0.015,0.026,0.5,0.35,0.008,0.004,0.02,,,,200,140,45,,150,60,,140,,,DC,+,2.4,250,MMA,600,2.1,500.3,600.4,22.7,73.7,,,189,,,,,,,Cunh-1982-7018Ght4
0.07,0.61,1.07,0.025,0.026,0,0,0,0.014,0,,,,64,94,70,,40,0,,64,,,DC,+,2.8,250,MMA,0,0,479.7,583.7,24,71.5,,,189,,,,,,,Cunh-1982-8018Gaw5
0.07,0.61,1.07,0.025,0.026,0,0,0,0.014,0,,,,64,94,70,,40,0,,64,,,DC,+,2.8,250,MMA,600,2.1,456.2,555.2,24.5,72,,,213,,,,,,,Cunh-1982-8018Ght5
0.07,0.21,0.75,0.011,0.011,0,0,0,0,0,,,,0,190,69,,0,0,,0,,,DC,+,2.6,250,MMA,0,0,463,552.3,33,75,,,181,,,,,,,Cunh-1982-7018aw6
0.07,0.21,0.75,0.011,0.011,0,0,0,0,0,,,,0,190,69,,0,0,,0,,,DC,+,2.6,250,MMA,600,2.1,369.8,486.6,,76,,,174,,,,,,,Cunh-1982-7018ht6
0.09,0.44,0.9,0.01,0.027,0,0,0,0,0,,,,200,70,88,,0,0,,0,,,DC,+,1.8,150,MMA,0,0,486.8,569.3,24,71,,,183,,,,,,,Cunh-1982-7016aw7
0.09,0.44,0.9,0.01,0.027,0,0,0,0,0,,,,200,70,88,,0,0,,0,,,DC,+,1.8,150,MMA,600,2.1,,,,,,,,,,,,,,Cunh-1982-7016ht7
0.08,0.35,0.65,0.01,0.021,1.2,0,0,0.02,0,,,,40,100,150,,0,0,,0,,,DC,+,1.8,140,MMA,0,0,453.8,536.3,22.6,72,,,184,,,,,,,Cunh-1982-8018Gaw8
0.08,0.35,0.65,0.01,0.021,1.2,0,0,0.02,0,,,,40,100,150,,0,0,,0,,,DC,+,1.8,140,MMA,600,2.1,,,,,,,,,,,,,,Cunh-1982-8018Ght8
0.06,0.53,1.15,0.013,0.015,0,0.02,0,0,0,,,,0,100,57,,0,0,,80,,,DC,+,1.8,150,MMA,0,0,553.3,626.9,25,70.4,,,194,,,,,,,Cunh-1982-8018Gaw9
0.06,0.53,1.15,0.013,0.015,0,0.02,0,0,0,,,,0,100,57,,0,0,,80,,,DC,+,1.8,150,MMA,600,2.1,,,,,,,,,,,,,,Cunh-1982-8018Ght9
0.07,0.47,0.85,0.013,0.024,0,0,0,0.01,0,,,,80,120,43,,0,0,,0,,,DC,+,1.8,150,MMA,0,0,478.5,569.3,22.1,72.4,,,180,,,,,,,Cunh-1982-7016aw10
0.07,0.47,0.85,0.013,0.024,0,0,0,0.01,0,,,,80,120,43,,0,0,,0,,,DC,+,1.8,150,MMA,600,2.1,,,,,,,,,,,,,,Cunh-1982-7016ht10
0.07,0.47,1.1,0.011,0.02,0,0,0,0.01,0,,,,200,190,53,,0,0,,0,,,DC,+,1.9,140,MMA,0,0,561.1,643.5,21,64.2,,,216,,,,,,,Cunh-1982-7018ht11
0.07,0.47,1.1,0.011,0.02,0,0,0,0.01,0,,,,200,190,53,,0,0,,0,,,DC,+,1.9,140,MMA,600,2.1,,,,,,,,,,,,,,Cunh-1982-7018ht11
0.08,0.49,0.9,0.014,0.029,0,0.05,0,0,0,,,,50,170,108,,0,0,,0,,,DC,+,1.9,150,MMA,0,0,486.8,577.5,20.5,70.2,,,191,,,,,,,Cunh-1982-7018aw12
0.08,0.49,0.9,0.014,0.029,0,0.05,0,0,0,,,,50,170,108,,0,0,,0,,,DC,+,1.9,150,MMA,600,2.1,,,,,,,,,,,,,,Cunh-1982-7018ht12
0.05,0.25,1.15,0.015,0.024,0,0,0,0.004,0.12,,,,30,140,105,,50,150,,60,,,DC,+,2.4,200,SA,0,0,420.8,504.2,33,73,,,164,,,,,,,Cunh-1982-13aw
0.05,0.25,1.15,0.015,0.024,0,0,0,0.004,0.12,,,,30,140,105,,50,150,,60,,,DC,+,2.4,200,SA,600,2.1,387.5,482.7,29.5,70.5,,,154,,,,,,,Cunh-1982-13ht
0.1,0.18,1.6,0.015,0.029,0,0,0.5,0.004,0.14,,,,20,110,80,,100,0,,60,,,DC,+,2.4,200,SA,0,0,630.8,725.9,24.5,68.5,,,265,,,,,,,Cunh-1982-14aw
0.1,0.18,1.6,0.015,0.029,0,0,0.5,0.004,0.14,,,,20,110,80,,100,0,,60,,,DC,+,2.4,200,SA,600,2.1,605.3,694.5,25.5,67.5,,,224,,,,,,,Cunh-1982-14ht
0.09,0.28,1.52,0.015,0.045,0,0,0.5,0.005,0.1,,,,80,110,125,,50,0,,70,,,DC,+,2.4,200,SA,0,0,540.5,645.5,27.5,66,,,226,,,,,,,Cunh-1982-15aw
0.09,0.28,1.52,0.015,0.045,0,0,0.5,0.005,0.1,,,,80,110,125,,50,0,,70,,,DC,+,2.4,200,SA,600,2.1,562.1,640.6,27.5,66.5,,,225,,,,,,,Cunh-1982-15ht
0.12,0.22,1.24,0.036,0.019,0,0,0,0,0.18,,,,0,110,110,,200,150,,0,,,DC,+,1.7,200,SA,0,0,483.6,586.6,32,70.5,,,193,,,,,,,Cunh-1982-16aw
0.12,0.22,1.24,0.036,0.019,0,0,0,0,0.18,,,,0,110,110,,200,150,,0,,,DC,+,1.7,200,SA,600,2.1,414,532.7,33,74.5,,,196,,,,,,,Cunh-1982-16ht
0.15,0.32,1.2,0.017,0.025,0,0,0,0,0,,,,0,99,90,,0,0,,0,,,DC,+,1.6,200,SA,0,0,536.6,627.8,30,68,,,202,,,,,,,Cunh-1982-17aw
0.15,0.32,1.2,0.017,0.025,0,0,0,0,0,,,,0,99,90,,0,0,,0,,,DC,+,1.6,200,SA,600,1.3,487.6,586.6,31,73.5,,,225,,,,,,,Cunh-1982-17ht
0.08,0.21,1.2,0.014,0.022,0,0,0,0,0,,,,0,100,128,,60,0,,120,,,DC,+,1.7,200,SA,0,0,453.2,596.4,30,74,,,193,,,,,,,Cunh-1982-18aw
0.08,0.21,1.2,0.014,0.022,0,0,0,0,0,,,,0,100,128,,60,0,,120,,,DC,+,1.7,200,SA,600,1.7,455.2,569,35,74,,,197,,,,,,,Cunh-1982-18ht
0.1,0.12,1.2,0.013,0.024,0,0,0,0,0,,,,0,89,42,,60,0,,150,,,DC,+,1.7,200,SA,0,0,519.9,593.5,30,72,,,172,,,,,,,Cunh-1982-19aw
0.1,0.12,1.2,0.013,0.024,0,0,0,0,0,,,,0,89,42,,60,0,,150,,,DC,+,1.7,200,SA,600,2.3,390.1,487.6,37,77,,,189,,,,,,,Cunh-1982-19ht
0.064,0.27,1.44,0.021,0.024,,,0.02,0.009,0.28,,,590,,102,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,388,497,30,58,,,158(Hv30),,,,,,,Pat-1981-RE2L/BX200
0.064,0.27,1.44,0.021,0.024,,,0.02,0.009,0.28,,,590,,102,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-60,10,,,,,,,,Pat-1981-RE2L/BX200
0.064,0.27,1.44,0.021,0.024,,,0.02,0.009,0.28,,,590,,102,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-50,14,,,,,,,,Pat-1981-RE2L/BX200
0.064,0.27,1.44,0.021,0.024,,,0.02,0.009,0.28,,,590,,102,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-20,61,,,,,,,,Pat-1981-RE2L/BX200
0.064,0.27,1.44,0.021,0.024,,,0.02,0.009,0.28,,,590,,102,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,0,105,,,,,,,,Pat-1981-RE2L/BX200
0.073,0.33,1.44,0.021,0.018,,,0.02,0.009,0.22,,,563,,124,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,383,492,30,66,,,155(Hv30),,,,,,,Pat-1981-S2/BX200
0.073,0.33,1.44,0.021,0.018,,,0.02,0.009,0.22,,,563,,124,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-60,40,,,,,,,,Pat-1981-S2/BX200
0.073,0.33,1.44,0.021,0.018,,,0.02,0.009,0.22,,,563,,124,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-50,49,,,,,,,,Pat-1981-S2/BX200
0.073,0.33,1.44,0.021,0.018,,,0.02,0.009,0.22,,,563,,124,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-30,99,,,,,,,,Pat-1981-S2/BX200
0.073,0.33,1.44,0.021,0.018,,,0.02,0.009,0.22,,,563,,124,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,0,111,,,,,,,,Pat-1981-S2/BX200
0.06,0.29,1.68,0.017,0.019,,,0.02,0.01,0.28,,,521,,133,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,371,526,34,66,,,153(Hv30),,,,,,,Pat-1981-RE3L/BX200
0.06,0.29,1.68,0.017,0.019,,,0.02,0.01,0.28,,,521,,133,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-60,25,,,,,,,,Pat-1981-RE3L/BX200
0.06,0.29,1.68,0.017,0.019,,,0.02,0.01,0.28,,,521,,133,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-40,38,,,,,,,,Pat-1981-RE3L/BX200
0.06,0.29,1.68,0.017,0.019,,,0.02,0.01,0.28,,,521,,133,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-20,76,,,,,,,,Pat-1981-RE3L/BX200
0.06,0.29,1.68,0.017,0.019,,,0.02,0.01,0.28,,,521,,133,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,0,105,,,,,,,,Pat-1981-RE3L/BX200
0.08,0.31,1.67,0.017,0.017,,,0.03,0.01,0.25,,,502,,82,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,391,522,30,64,,,161(Hv30),,,,,,,Pat-1981-WB3/BX200
0.08,0.31,1.67,0.017,0.017,,,0.03,0.01,0.25,,,502,,82,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-60,39,,,,,,,,Pat-1981-WB3/BX200
0.08,0.31,1.67,0.017,0.017,,,0.03,0.01,0.25,,,502,,82,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-50,43,,,,,,,,Pat-1981-WB3/BX200
0.08,0.31,1.67,0.017,0.017,,,0.03,0.01,0.25,,,502,,82,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-20,95,,,,,,,,Pat-1981-WB3/BX200
0.08,0.31,1.67,0.017,0.017,,,0.03,0.01,0.25,,,502,,82,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,0,114,,,,,,,,Pat-1981-WB3/BX200
0.086,0.28,1.68,0.023,0.02,,,0.01,0.01,0.23,,,487,,77,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,389,564,28,69,,,168(Hv30),,,,,,,Pat-1981-S4/BX200
0.086,0.28,1.68,0.023,0.02,,,0.01,0.01,0.23,,,487,,77,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-60,38,,,,,,,,Pat-1981-S4/BX200
0.086,0.28,1.68,0.023,0.02,,,0.01,0.01,0.23,,,487,,77,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-40,51,,,,,,,,Pat-1981-S4/BX200
0.086,0.28,1.68,0.023,0.02,,,0.01,0.01,0.23,,,487,,77,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-20,79,,,,,,,,Pat-1981-S4/BX200
0.086,0.28,1.68,0.023,0.02,,,0.01,0.01,0.23,,,487,,77,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,0,102,,,,,,,,Pat-1981-S4/BX200
0.089,0.42,2.22,0.022,0.025,,,0.02,0.01,0.06,,,466,,82,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,517,672,24,56,,,203(Hv30),,,,,,,Pat-1981-S6/BX200
0.089,0.42,2.22,0.022,0.025,,,0.02,0.01,0.06,,,466,,82,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-60,16,,,,,,,,Pat-1981-S6/BX200
0.089,0.42,2.22,0.022,0.025,,,0.02,0.01,0.06,,,466,,82,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-40,21,,,,,,,,Pat-1981-S6/BX200
0.089,0.42,2.22,0.022,0.025,,,0.02,0.01,0.06,,,466,,82,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-20,30,,,,,,,,Pat-1981-S6/BX200
0.089,0.42,2.22,0.022,0.025,,,0.02,0.01,0.06,,,466,,82,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,0,43,,,,,,,,Pat-1981-S6/BX200
0.08,0.24,1.34,0.023,0.02,,,0.43,0.01,0.15,,,575,,86,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,554,554,30,67,,,157(Hv30),,,,,,,Pat-1981-S2Mo/BX200
0.08,0.24,1.34,0.023,0.02,,,0.43,0.01,0.15,,,575,,86,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-60,16,,,,,,,,Pat-1981-S2Mo/BX200
0.08,0.24,1.34,0.023,0.02,,,0.43,0.01,0.15,,,575,,86,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-40,37,,,,,,,,Pat-1981-S2Mo/BX200
0.08,0.24,1.34,0.023,0.02,,,0.43,0.01,0.15,,,575,,86,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-20,67,,,,,,,,Pat-1981-S2Mo/BX200
0.08,0.24,1.34,0.023,0.02,,,0.43,0.01,0.15,,,575,,86,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,0,92,,,,,,,,Pat-1981-S2Mo/BX200
0.095,0.45,1.88,0.02,0.022,,,0.44,0.01,0.26,,,425,,84,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,747,747,25,62,,,174(Hv30),,,,,,,Pat-1981-S4Mo/BX200
0.095,0.45,1.88,0.02,0.022,,,0.44,0.01,0.26,,,425,,84,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-60,10,,,,,,,,Pat-1981-S4Mo/BX200
0.095,0.45,1.88,0.02,0.022,,,0.44,0.01,0.26,,,425,,84,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-40,17,,,,,,,,Pat-1981-S4Mo/BX200
0.095,0.45,1.88,0.02,0.022,,,0.44,0.01,0.26,,,425,,84,,,,,,,625,75.36,DC,+,4.6,200,TSA,0,0,,,,,-20,32,,,,,,,,Pat-1981-S4Mo/BX200
